"Sample","intercept","slope","sd_intercept","sd_Rank","tval_intercept","tval_Rank","pval_intercept","pval_Rank","rsquare","rsquare_adj","F_value","df_num","df_den","Biomol","Species","Site","Slide","Type","SdmWtr","Family","funct_process","funct_category","funct_trait","n"
"SphoTest_2",0.656922147409251,0.00758628162370947,0.324052844216904,0.0491327654434028,2.02720685571129,0.154403717259682,0.0890074517491746,0.882354242087207,0.004,-0.162,0.0238,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","Adhesin","Virulence","aidA",92
"SphoTest_3",1.02908978143924,0.0694954728522253,0.588375256808941,0.095657075126756,1.74903646869944,0.726506353661099,0.155190769302896,0.507762704503636,0.1166,-0.1043,0.5278,1,4,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","Adhesin","Virulence","aidA",92
"SynoFoet_2",0.545732409626955,0.054831420266841,0.216020900506815,0.0374426718415903,2.52629448514747,1.46440992509343,0.0527678612984468,0.202964932182146,0.3002,0.1602,2.1445,1,5,"43","SynoFoet","F",529804,"F","F16","Aulopiform","Adhesin","Virulence","aidA",92
"SynoFoet_3",1.1878587497422,0.00441644323589912,0.431991766812654,0.0667904291985307,2.74972543691407,0.0661238936310994,0.0513889284047955,0.950452202688689,0.0011,-0.2486,0.0044,1,4,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Adhesin","Virulence","aidA",92
"UrobJama_1",2.69611939228901,-0.186038733721535,0.799779898118173,0.125210399930802,3.37107671577242,-1.48580895695845,0.0433762926003673,0.234017962697338,0.4239,0.2319,2.2076,1,3,"29","UrobJama","F",529810,"F","F18","Rajiform","Adhesin","Virulence","aidA",92
"Wtr_A",1.59636041140512,-0.165553766761853,0.81126939000722,0.168249433770181,1.96773159577845,-0.983978151082458,0.187966338422518,0.42886611989732,0.3262,-0.0107,0.9682,1,2,"WA","Wtr","A",529804,"W","Wtr",NA,"Adhesin","Virulence","aidA",92
"Wtr_B",1.91141676963697,-0.155335608161644,0.591548044371167,0.0896902830241416,3.23121137467179,-1.73191122743846,0.0839008295072223,0.225428301422348,0.6,0.3999,2.9995,1,2,"WB","Wtr","B",529804,"W","Wtr",NA,"Adhesin","Virulence","aidA",92
"Wtr_C",0.476746858127286,0.0787248402920612,0.307116577237426,0.060733143928982,1.55233189434357,1.29624180800055,0.181287256204702,0.251494418445078,0.2515,0.1018,1.6802,1,5,"WC","Wtr","C",529804,"W","Wtr",NA,"Adhesin","Virulence","aidA",92
"AcanQuad_1",0.152866835940948,0.167172236717773,0.290039092980692,0.0554766514687504,0.527055971558717,3.01338008498836,0.626031952182008,0.0394190116303295,0.6942,0.6178,9.0805,1,4,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"ArioFeli_2",1.49925452622537,-0.0640108383401574,1.15624118800471,0.180026508811546,1.29666244532647,-0.355563404315999,0.324190408180114,0.756167278085246,0.0595,-0.4108,0.1264,1,2,"16","ArioFeli","F",529804,"F","F2","Siluriform","Aerobactin biosynthesis","Virulence","iuc",98
"ChaeFabe_1",1.03262666232284,0.0679337973730744,0.677605822720271,0.112934303786712,1.52393416304677,0.601533768706579,0.224916761895005,0.589902879331585,0.1076,-0.1898,0.3618,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","Aerobactin biosynthesis","Virulence","iuc",98
"ChilShoe_1",0.670570735808929,0.104168739550838,0.889205127198544,0.150734385996458,0.754123784600269,0.691074825841567,0.505568610526368,0.539192290214479,0.1373,-0.1502,0.4776,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"ChilShoe_2",0.581393750625823,0.0788158371666935,0.369987579967743,0.0527657071476118,1.57138720893418,1.49369432207563,0.191189312692495,0.209555558982401,0.3581,0.1976,2.2311,1,4,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"GimnMicr_1",1.09099007621857,-0.0205480009044722,0.432897548467695,0.0721495914112825,2.52020386828312,-0.284797190150948,0.045274625765241,0.785374087812938,0.0133,-0.1511,0.0811,1,6,"18","GimnMicr","F",529810,"F","F6","Rajiform","Aerobactin biosynthesis","Virulence","iuc",98
"GimnMicr_2",0.808952909678781,0.117979173153365,1.02262703724017,0.186705298737038,0.791053707969581,0.631900508188206,0.486683690082428,0.572321094053628,0.1175,-0.1767,0.3993,1,3,"19","GimnMicr","F",529810,"F","F7","Rajiform","Aerobactin biosynthesis","Virulence","iuc",98
"HaemBona",0.647661261506122,0.110271157493546,0.510812294740923,0.0726771464809755,1.26790460639677,1.5172741753477,0.294294506600099,0.22647815231543,0.4342,0.2456,2.3021,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","Aerobactin biosynthesis","Virulence","iuc",98
"OpsaBeta_1",1.6472568488774,-0.0602295831501878,0.296167789659768,0.0470641512633577,5.56190411783043,-1.27973375772061,0.0114666042956797,0.290632049845703,0.3531,0.1375,1.6377,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","Aerobactin biosynthesis","Virulence","iuc",98
"OrthChry_2",0.524213794720107,0.0566793562765573,0.378380551996579,0.0568587070219553,1.3854142131619,0.99684567668187,0.224545767593477,0.364605536386866,0.1658,-0.0011,0.9937,1,5,"39","OrthChry","F",529804,"F","F10","Perciform","Aerobactin biosynthesis","Virulence","iuc",98
"PrioPunc_1",1.72897382528164,-0.0261988315605982,1.05137292835046,0.13987257377071,1.64449148219395,-0.187304993783451,0.241803609691065,0.868701950039499,0.0172,-0.4741,0.0351,1,2,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","Aerobactin biosynthesis","Virulence","iuc",98
"Sdmt_A",0.865513260414754,-0.0625081310333943,0.172091236719824,0.0413349780329695,5.02938602169421,-1.51223331928559,0.00733666252167087,0.205015515737589,0.3638,0.2047,2.2868,1,4,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"Aerobactin biosynthesis","Virulence","iuc",98
"Sdmt_B",2.23340851908493,-0.27056562301414,1.0019074321283,0.20139097133564,2.22915655425432,-1.34348437380151,0.155594587091695,0.31125552600333,0.4744,0.2116,1.805,1,2,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"Aerobactin biosynthesis","Virulence","iuc",98
"Sdmt_C",0.69271253250415,0.0342386473912216,0.279670365269274,0.0553829850029522,2.47688929013693,0.61821599881979,0.0480072770110023,0.559153751516572,0.0599,-0.0968,0.3822,1,6,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"Aerobactin biosynthesis","Virulence","iuc",98
"SphoSpen_1",1.2155991339506,0.048453088958063,0.408466660830938,0.0769642227672521,2.97600575644956,0.629553410869752,0.0409002468192102,0.563154954200785,0.0902,-0.1373,0.3963,1,4,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"SphoTest_1",0.315290574234287,0.148748997530403,0.339511758982741,0.0520787264883499,0.928658775115692,2.8562333904935,0.405631659566545,0.0461044854029752,0.671,0.5888,8.1581,1,4,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"SphoTest_2",1.01217395212175,-0.0365590040884919,0.346094500248773,0.0596847736966909,2.92455948128098,-0.612534853098032,0.02647375376124,0.562663945780172,0.0589,-0.098,0.3752,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"SphoTest_3",0.738805388555695,0.041735606264696,0.372763318589083,0.0673131451611436,1.98196912548179,0.62002163418131,0.118534245822793,0.56881909705326,0.0877,-0.1404,0.3844,1,4,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","Aerobactin biosynthesis","Virulence","iuc",98
"SynoFoet_2",0.77463096355214,0.00927753774076596,0.228764444424167,0.0373570773420326,3.3861510493993,0.248347526114611,0.0147454563402663,0.812147129269831,0.0102,-0.1548,0.0617,1,6,"43","SynoFoet","F",529804,"F","F16","Aulopiform","Aerobactin biosynthesis","Virulence","iuc",98
"SynoFoet_3",1.50433469645044,-0.0647219969007511,0.478921725247971,0.0785826887474259,3.1410867729409,-0.823616472436764,0.0256349465447755,0.447647146306597,0.1195,-0.0566,0.6783,1,5,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Aerobactin biosynthesis","Virulence","iuc",98
"UrobJama_1",0.959580018312932,0.0288678457937391,0.30759649941592,0.0520997327472809,3.1196064328919,0.554088174190216,0.0262639112915487,0.603385755533325,0.0579,-0.1306,0.307,1,5,"29","UrobJama","F",529810,"F","F18","Rajiform","Aerobactin biosynthesis","Virulence","iuc",98
"Wtr_A",0.761290764771234,-0.00896500863780751,0.200181641365558,0.0368564276020716,3.80299991336876,-0.243241388845391,0.00893639245519342,0.815921015110586,0.0098,-0.1553,0.0592,1,6,"WA","Wtr","A",529804,"W","Wtr",NA,"Aerobactin biosynthesis","Virulence","iuc",98
"Wtr_B",1.44741791666098,-0.0817768003389921,0.443344734474703,0.0796270649373093,3.26476848400141,-1.02699754666802,0.0223274500945595,0.351515456615748,0.1742,0.009,1.0547,1,5,"WB","Wtr","B",529804,"W","Wtr",NA,"Aerobactin biosynthesis","Virulence","iuc",98
"AcanQuad_1",0.590775570197961,-0.000289264308602952,0.222515514197379,0.0393355572520445,2.65498597852338,-0.00735376155343312,0.0566860163407724,0.994484740970811,0,-0.25,1e-04,1,4,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"ArioFeli_2",0.33680788635498,0.0194037298396004,0.0916492551502347,0.0162865000307095,3.67496588818832,1.19139961336157,0.00791213128043116,0.272320729249329,0.1686,0.0498,1.4194,1,7,"16","ArioFeli","F",529804,"F","F2","Siluriform","Aluminum","Metal Resistance","ALR1",138
"ChaeFabe_1",0.750595305078448,-0.0072499803432437,0.289739671449601,0.0543686805334467,2.59058520127097,-0.133348469598846,0.0810330034767419,0.902360140465633,0.0059,-0.3255,0.0178,1,3,"8","ChaeFabe","F",529804,"F","F3","Perciform","Aluminum","Metal Resistance","ALR1",138
"ChilShoe_1",1.03503679296394,-0.0269231630727649,0.512905152484402,0.0866967943788742,2.01798868260621,-0.310543928015468,0.13692193440113,0.776472430782525,0.0311,-0.2918,0.0964,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"ChilShoe_2",0.664969817251218,0.000359161913074118,0.000734547377274147,0.000124161168240584,905.278322167419,2.89270726237192,8.93345047392209e-12,0.0444419343619547,0.6766,0.5957,8.3678,1,4,"14","ChilShoe","F",529810,"F","F5","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"GimnMicr_1",1.19916825549851,-0.0924659962064545,0.283669782263371,0.0526761561480073,4.22733872438041,-1.75536719016945,0.00826934759044436,0.139553870735008,0.3813,0.2575,3.0813,1,5,"18","GimnMicr","F",529810,"F","F6","Rajiform","Aluminum","Metal Resistance","ALR1",138
"GimnMicr_2",0.320514423982051,0.100207276306167,0.155529520152672,0.0347774579569297,2.06079478460055,2.88138588019485,0.0943377624358031,0.034532164927539,0.6241,0.549,8.3024,1,5,"19","GimnMicr","F",529810,"F","F7","Rajiform","Aluminum","Metal Resistance","ALR1",138
"HaemBona",0.864127563192645,-0.0426296427967097,0.165175704980403,0.029606801300338,5.23156576383413,-1.43985979316932,0.0019542301300879,0.199971812994576,0.2568,0.1329,2.0732,1,6,"7","HaemBona","F",529810,"F","F8","Perciform","Aluminum","Metal Resistance","ALR1",138
"OpsaBeta_1",0.65828099230284,-0.00722626276447021,0.29057964424839,0.0491169245348051,2.26540642241318,-0.147123681560102,0.108383465089489,0.892365479728183,0.0072,-0.3238,0.0216,1,3,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","Aluminum","Metal Resistance","ALR1",138
"OrthChry_2",0.578953188163559,0.0131375190387729,0.386920547885418,0.0652463455153438,1.49631026661063,0.201352565189775,0.208908798865849,0.850247679584739,0.01,-0.2375,0.0405,1,4,"39","OrthChry","F",529804,"F","F10","Perciform","Aluminum","Metal Resistance","ALR1",138
"PrioPunc_1",0.381445991381093,0.0647290752450139,0.130591659545743,0.0280555889478601,2.92090622561912,2.30717221318396,0.0432043236299624,0.0822875603503564,0.571,0.4637,5.323,1,4,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","Aluminum","Metal Resistance","ALR1",138
"Sdmt_A",0.670226559207047,-0.018669952974961,0.221380564381563,0.041468379111944,3.02748599941172,-0.45022143075719,0.0388763443156877,0.675873595458279,0.0482,-0.1897,0.2027,1,4,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"Aluminum","Metal Resistance","ALR1",138
"Sdmt_B",0.928763814311501,-0.0791577480330935,0.247662922346855,0.048175269069653,3.75011247348021,-1.64311999832622,0.0132921825261095,0.161279746095255,0.3506,0.2208,2.6998,1,5,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"Aluminum","Metal Resistance","ALR1",138
"Sdmt_C",1.44988460095064,-0.13125094443047,0.375241096862478,0.0743088100164509,3.86387475432097,-1.7662904896662,0.0609242754828531,0.219385899195245,0.6094,0.414,3.1198,1,2,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"Aluminum","Metal Resistance","ALR1",138
"SphoSpen_1",0.819816452346888,-0.0162781178201584,0.304843176640615,0.0528381420470118,2.68930556813278,-0.308075136436009,0.0433346697831831,0.770446142347066,0.0186,-0.1776,0.0949,1,5,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"SphoTest_1",0.803383791046505,-0.0254342826913886,0.305204256957493,0.0546695386245546,2.63228239034162,-0.46523682714902,0.0580472872121407,0.665961522597502,0.0513,-0.1858,0.2164,1,4,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"SphoTest_2",0.878258159358361,-0.0310647285707155,0.421005497977754,0.0798004163078368,2.08609665093915,-0.389280282083751,0.105294313898414,0.716904808349207,0.0365,-0.2044,0.1515,1,4,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"SphoTest_3",1.18623575810701,-0.076037555745996,0.30292659040049,0.0562520556472402,3.91591823134024,-1.35172937008439,0.0296055408938723,0.269347746405965,0.3785,0.1714,1.8272,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","Aluminum","Metal Resistance","ALR1",138
"SynoFoet_2",0.947074623602938,-0.0338100561935124,0.368757596602591,0.0638706892992675,2.56828505318522,-0.529351672331179,0.0620912821737558,0.624577260590188,0.0655,-0.1682,0.2802,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","Aluminum","Metal Resistance","ALR1",138
"SynoFoet_3",1.28311600683974,-0.105362913865708,0.297803653481231,0.0534871151281735,4.3085972648103,-1.9698746812802,0.00765279679922549,0.10594099207514,0.437,0.3244,3.8804,1,5,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Aluminum","Metal Resistance","ALR1",138
"UrobJama_1",0.492328441019731,0.0438664991774572,0.208041292455876,0.044694439182612,2.36649385902153,0.981475547734874,0.0771149662540669,0.381927818676698,0.1941,-0.0074,0.9633,1,4,"29","UrobJama","F",529810,"F","F18","Rajiform","Aluminum","Metal Resistance","ALR1",138
"Wtr_A",1.26076013650165,-0.104704550736274,0.154455625936898,0.0261545121465066,8.16260417096574,-4.00330735093675,0.000181938923309592,0.00709221450089701,0.7276,0.6822,16.0265,1,6,"WA","Wtr","A",529804,"W","Wtr",NA,"Aluminum","Metal Resistance","ALR1",138
"Wtr_B",1.13572252869406,-0.0412740964294816,0.550333820323696,0.0885029680671307,2.0636974991398,-0.46635833047062,0.107998784233247,0.665224448441964,0.0516,-0.1855,0.2175,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"Aluminum","Metal Resistance","ALR1",138
"Wtr_C",0.689957633013085,-0.0267104739932779,0.424041200244349,0.0691797838701593,1.62710046244446,-0.386102304734135,0.164644360359626,0.715303788203132,0.029,-0.1653,0.1491,1,5,"WC","Wtr","C",529804,"W","Wtr",NA,"Aluminum","Metal Resistance","ALR1",138
"AcanQuad_1",1.36962476656726,-0.0900188193809928,0.355937751200591,0.050211826465581,3.84793341517574,-1.79278121744284,0.0613844921442363,0.214874479759472,0.6164,0.4246,3.2141,1,2,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"ArioFeli_2",1.16631030137098,-0.108732410654553,0.269424563778344,0.0604977653176361,4.32889371709444,-1.79729631472612,0.0123604741672424,0.146699222013963,0.4468,0.3085,3.2303,1,4,"16","ArioFeli","F",529804,"F","F2","Siluriform","Ammonia assimilation","Nitrogen","gdh",132
"ChaeFabe_1",1.12100466395346,-0.0340185550883509,0.785015790138186,0.123353330787828,1.42800269502366,-0.275781406720698,0.289471022266953,0.808598421593549,0.0366,-0.445,0.0761,1,2,"8","ChaeFabe","F",529804,"F","F3","Perciform","Ammonia assimilation","Nitrogen","gdh",132
"ChilShoe_1",0.407982191478216,0.0407975335999051,0.284904165688351,0.0506821766122713,1.4319979860333,0.804968064256875,0.24755613534468,0.479723655881868,0.1776,-0.0965,0.648,1,3,"13","ChilShoe","F",529810,"F","F4","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"GimnMicr_1",0.711232601056593,0.00178042647308522,0.232595011474749,0.0423249958879915,3.05781536993026,0.042065602978366,0.055087703815698,0.969089509888156,6e-04,-0.3325,0.0018,1,3,"18","GimnMicr","F",529810,"F","F6","Rajiform","Ammonia assimilation","Nitrogen","gdh",132
"GimnMicr_2",0.337594848658489,0.115996906779082,0.307985590219066,0.056865608250322,1.09613845381,2.03984289183129,0.334582516589824,0.110963434548738,0.5099,0.3873,4.161,1,4,"19","GimnMicr","F",529810,"F","F7","Rajiform","Ammonia assimilation","Nitrogen","gdh",132
"HaemBona",0.657079258243101,0.0229994903882661,0.32073560520269,0.0589523766927811,2.04866328397765,0.390136779524996,0.132934643771188,0.722486241965674,0.0483,-0.269,0.1522,1,3,"7","HaemBona","F",529810,"F","F8","Perciform","Ammonia assimilation","Nitrogen","gdh",132
"OpsaBeta_1",0.947768695438223,-0.0507496193390667,0.298557069027997,0.051094885244852,3.1744975877605,-0.993242652290327,0.0246900443727206,0.36619641162697,0.1648,-0.0022,0.9865,1,5,"22","OpsaBeta","F",529804,"F","F9","Batrachoidiform","Ammonia assimilation","Nitrogen","gdh",132
"OrthChry_2",0.639947191337486,0.00799411104241719,0.280488710910629,0.045601390237417,2.28154348622391,0.175304108072079,0.0846423486869153,0.869356959311135,0.0076,-0.2405,0.0307,1,4,"39","OrthChry","F",529804,"F","F10","Perciform","Ammonia assimilation","Nitrogen","gdh",132
"PrioPunc_1",0.817464853337594,-0.000196197825474171,0.541513226064421,0.0942653530623023,1.5095935131238,-0.00208133549708872,0.191528743951217,0.998419823612131,0,-0.2,0,1,5,"35","PrioPunc","F",529810,"F","F11","Scorpaeniform","Ammonia assimilation","Nitrogen","gdh",132
"Sdmt_A",0.646775792203136,0.0291372061449133,0.392306856741062,0.0620291604501568,1.64864768761876,0.469734007899821,0.143209196714997,0.652826329350255,0.0306,-0.1079,0.2207,1,7,"Sa","Sdmt","A",529810,"S","Sdmt",NA,"Ammonia assimilation","Nitrogen","gdh",132
"Sdmt_B",0.64972795773895,-0.0193932094757519,0.183549034304576,0.0307341242328316,3.53980591726139,-0.630999254406449,0.00947232746192601,0.548082110884544,0.0538,-0.0813,0.3982,1,7,"Sb","Sdmt","B",529810,"S","Sdmt",NA,"Ammonia assimilation","Nitrogen","gdh",132
"Sdmt_C",0.904998117320409,-0.0567015933962401,0.151965574596145,0.0272389609119183,5.95528375242537,-2.08163569747004,0.00100311068940708,0.0825477938778991,0.4193,0.3226,4.3332,1,6,"Sc","Sdmt","C",529804,"S","Sdmt",NA,"Ammonia assimilation","Nitrogen","gdh",132
"SphoSpen_1",1.31577828093259,-0.112201487774893,0.427887526773492,0.0714802432749863,3.07505640758983,-1.56968530931339,0.0371097288132509,0.191573424731103,0.3812,0.2265,2.4639,1,4,"21","SphoSpen","F",529804,"F","F12","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"SphoTest_1",0.946891363094408,-0.0176415264663633,0.386049412118686,0.0595687175408094,2.45277245184173,-0.296154209703732,0.0914534655043216,0.786430050533221,0.0284,-0.2955,0.0877,1,3,"10","SphoTest","F",529810,"F","F13","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"SphoTest_2",0.771697152913217,-0.0481751866044815,0.196558980568169,0.0339602194154603,3.92603355330072,-1.41857701256635,0.00774800794185414,0.205814230511074,0.2512,0.1263,2.0124,1,6,"11","SphoTest","F",529810,"F","F14","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"SphoTest_3",0.848301672570199,-0.000681586784717584,0.557112291940181,0.100060321456745,1.52267628060392,-0.00681175889498043,0.225210752818271,0.99499269228752,0,-0.3333,0,1,3,"12","SphoTest","F",529810,"F","F15","Tetraodontiform","Ammonia assimilation","Nitrogen","gdh",132
"SynoFoet_2",1.26433593136575,-0.0895974473597002,0.224157004560497,0.039833745027975,5.64040340316256,-2.24928505458817,0.00486378234393576,0.0877146080461023,0.5585,0.4481,5.0593,1,4,"43","SynoFoet","F",529804,"F","F16","Aulopiform","Ammonia assimilation","Nitrogen","gdh",132
"SynoFoet_3",0.301786021772464,0.0546412651515582,0.0846808371489989,0.0154092560343331,3.56380536533267,3.54600280700203,0.0377178513807209,0.0381995264143343,0.8074,0.7432,12.5741,1,3,"44","SynoFoet","F",529804,"F","F17","Aulopiform","Ammonia assimilation","Nitrogen","gdh",132
"UrobJama_1",0.902797362795812,-0.0444714219975408,0.336133611594489,0.0578901880501205,2.68582888367899,-0.768203101344879,0.0435153473491557,0.477061138809804,0.1056,-0.0733,0.5901,1,5,"29","UrobJama","F",529810,"F","F18","Rajiform","Ammonia assimilation","Nitrogen","gdh",132
"Wtr_A",0.711140565482043,3.84402859928283e-05,0.00191788487859842,0.000260509095943515,370.794187606162,0.147558325568652,4.32574208027119e-08,0.89205054517591,0.0072,-0.3237,0.0218,1,3,"WA","Wtr","A",529804,"W","Wtr",NA,"Ammonia assimilation","Nitrogen","gdh",132
"Wtr_B",0.65334676070332,0.00096147960349269,0.136449556676874,0.0230094652998147,4.78819262308423,0.0417862645204726,0.00872308160998261,0.968671696802049,4e-04,-0.2495,0.0017,1,4,"WB","Wtr","B",529804,"W","Wtr",NA,"Ammonia assimilation","Nitrogen","gdh",132
"Wtr_C",0.851322173777294,-0.0314214128145918,0.29844228467484,0.046854381135568,2.85255212646837,-0.670618457720685,0.0357167219981141,0.532188759531366,0.0825,-0.101,0.4497,1,5,"WC","Wtr","C",529804,"W","Wtr",NA,"Ammonia assimilation","Nitrogen","gdh",132
"AcanQuad_1",0.794397307365963,0.0951471397141519,0.17911953544335,0.0288677269931619,4.435012101833,3.29596922323292,0.00218238946653676,0.010924319736631,0.5759,0.5229,10.8634,1,8,"20","AcanQuad","F",529804,"F","F1","Tetraodontiform","Ammonification","Nitrogen","ureC",615
"ArioFeli_2",1.16437416869369,0.0383647006434258,0.207027590588695,0.0333655173366431,5.62424634022315,1.14983083452126,0.000496039374238172,0.28342413708689,0.1418,0.0346,1.3221,1,8,"16","ArioFeli","F",529804,"F","F2","Siluriform","Ammonification","Nitrogen","ureC",615
